"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"Feb 1989","94.870","96.660","97.400","94.280","51.12K","-1.98%"
"Ene 1989","96.790","91.940","96.900","91.750","50.47K","4.88%"
"Dic 1988","92.290","90.540","93.750","89.970","22.83K","1.87%"
"Nov 1988","90.600","93.680","94.070","90.100","40.07K","-3.50%"
"Oct 1988","93.890","97.360","97.750","92.900","38.71K","-3.98%"
"Sep 1988","97.780","98.570","98.950","96.770","26.83K","-0.67%"
"Ago 1988","98.440","97.470","99.700","96.600","42.30K","0.88%"
"Jul 1988","97.580","95.900","98.640","95.060","30.72K","2.32%"
"Jun 1988","95.370","90.840","96.150","90.480","25.45K","4.72%"
"May 1988","91.070","89.380","91.140","88.900","20.33K","2.08%"
"Abr 1988","89.210","88.240","90.250","88.000","22.73K","0.84%"
"Mar 1988","88.470","90.590","91.030","88.250","26.01K","-2.29%"
"Feb 1988","90.540","91.040","92.500","89.100","27.82K","0.07%"
"Ene 1988","90.480","86.110","91.750","86.070","36.26K","5.63%"
"Dic 1987","85.660","90.050","90.840","85.550","26.63K","-3.96%"
"Nov 1987","89.190","93.400","93.450","89.100","47.08K","-4.89%"
"Oct 1987","93.780","98.910","99.200","93.370","33.36K","-5.23%"
"Sep 1987","98.960","97.130","99.090","96.000","22.26K","1.57%"
"Ago 1987","97.430","99.930","101.880","97.080","27.99K","-2.61%"
"Jul 1987","100.040","98.480","100.510","98.200","23.12K","1.46%"
"Jun 1987","98.600","98.420","99.540","96.100","25.60K","0.73%"
"May 1987","97.890","96.090","98.090","95.050","29.71K","1.77%"
"Abr 1987","96.190","98.220","98.960","95.500","28.63K","-1.45%"
"Mar 1987","97.610","99.370","100.500","97.350","23.55K","-1.88%"
"Feb 1987","99.480","99.850","101.660","98.400","27.86K","-1.01%"
"Ene 1987","100.490","104.500","105.020","97.740","11.66K","-3.60%"
"Dic 1986","104.240","105.660","108.620","104.200","4.99K","-1.80%"
"Nov 1986","106.150","110.060","110.180","106.120","5.15K","-3.23%"
"Oct 1986","109.690","107.830","110.310","105.250","4.27K","2.00%"
"Sep 1986","107.540","106.550","108.820","105.550","3.78K","0.77%"
"Ago 1986","106.720","108.200","109.400","106.470","4.10K","-1.71%"
"Jul 1986","108.580","111.800","112.800","108.550","10.32K","-3.10%"
"Jun 1986","112.050","118.150","118.350","111.980","10.10K","-4.76%"
"May 1986","117.650","113.000","117.740","110.500","18.40K","4.47%"
"Abr 1986","112.620","118.100","121.700","111.150","24.45K","-4.62%"
"Mar 1986","118.080","115.060","119.500","113.650","7.89K","2.54%"
"Feb 1986","115.150","122.100","123.550","113.480","14.19K","-5.55%"
"Ene 1986","121.910","123.630","125.620","121.400","21.75K","-1.33%"
